timestamp,open,high,low,close,volume,datetime
1749530220,25150.35,25155.95,25149.75,25155.15,0,2025-06-10 10:07:00+05:30
1749530280,25154.45,25157.6,25151.45,25156.4,0,2025-06-10 10:08:00+05:30
1749530340,25154.1,25155.45,25147.6,25150.0,0,2025-06-10 10:09:00+05:30
1749530400,25149.05,25149.1,25143.15,25144.05,0,2025-06-10 10:10:00+05:30
1749530460,25144.7,25145.6,25141.65,25145.25,0,2025-06-10 10:11:00+05:30
1749530520,25144.05,25150.5,25143.7,25150.0,0,2025-06-10 10:12:00+05:30
1749530580,25150.05,25156.35,25148.65,25154.85,0,2025-06-10 10:13:00+05:30
1749530640,25154.9,25157.95,25153.15,25156.9,0,2025-06-10 10:14:00+05:30
1749530700,25156.5,25158.7,25155.45,25158.4,0,2025-06-10 10:15:00+05:30
1749530760,25157.1,25158.65,25155.45,25157.4,0,2025-06-10 10:16:00+05:30
1749530820,25157.05,25158.25,25153.55,25153.75,0,2025-06-10 10:17:00+05:30
1749530880,25153.6,25154.25,25149.7,25151.8,0,2025-06-10 10:18:00+05:30
1749530940,25151.25,25158.8,25149.85,25158.8,0,2025-06-10 10:19:00+05:30
1749531000,25157.05,25162.5,25157.05,25162.5,0,2025-06-10 10:20:00+05:30
1749531060,25162.15,25162.15,25158.25,25161.8,0,2025-06-10 10:21:00+05:30
1749531120,25161.5,25163.75,25159.65,25162.05,0,2025-06-10 10:22:00+05:30
1749531180,25161.65,25162.3,25154.2,25154.85,0,2025-06-10 10:23:00+05:30
1749531240,25155.05,25156.0,25143.45,25145.25,0,2025-06-10 10:24:00+05:30
1749531300,25143.5,25145.4,25141.45,25145.4,0,2025-06-10 10:25:00+05:30
1749531360,25144.9,25147.55,25142.7,25144.05,0,2025-06-10 10:26:00+05:30
1749531420,25143.65,25145.4,25137.75,25138.55,0,2025-06-10 10:27:00+05:30
1749531480,25138.5,25138.85,25135.1,25138.4,0,2025-06-10 10:28:00+05:30
1749531540,25139.0,25139.7,25133.2,25134.8,0,2025-06-10 10:29:00+05:30
1749531600,25134.55,25139.55,25134.05,25136.6,0,2025-06-10 10:30:00+05:30
1749531660,25137.35,25140.05,25135.85,25139.65,0,2025-06-10 10:31:00+05:30
1749531720,25139.6,25139.6,25133.5,25133.6,0,2025-06-10 10:32:00+05:30
1749531780,25133.2,25136.85,25127.55,25136.55,0,2025-06-10 10:33:00+05:30
1749531840,25136.9,25141.35,25136.15,25140.75,0,2025-06-10 10:34:00+05:30
1749531900,25141.0,25145.15,25140.65,25143.6,0,2025-06-10 10:35:00+05:30
1749531960,25142.8,25148.65,25142.4,25147.95,0,2025-06-10 10:36:00+05:30
1749532020,25148.05,25152.85,25145.9,25151.4,0,2025-06-10 10:37:00+05:30
1749532080,25151.5,25152.4,25147.35,25150.8,0,2025-06-10 10:38:00+05:30
1749532140,25150.35,25151.45,25148.3,25149.6,0,2025-06-10 10:39:00+05:30
1749532200,25149.85,25153.55,25149.1,25153.55,0,2025-06-10 10:40:00+05:30
1749532260,25153.8,25153.8,25148.6,25150.15,0,2025-06-10 10:41:00+05:30
1749532320,25150.25,25150.8,25145.85,25147.45,0,2025-06-10 10:42:00+05:30
1749532380,25146.8,25148.8,25146.55,25148.35,0,2025-06-10 10:43:00+05:30
1749532440,25148.6,25150.55,25147.0,25149.2,0,2025-06-10 10:44:00+05:30
1749532500,25148.75,25150.4,25134.45,25137.6,0,2025-06-10 10:45:00+05:30
1749532560,25137.45,25143.85,25137.25,25142.5,0,2025-06-10 10:46:00+05:30
1749532620,25142.1,25144.4,25137.8,25140.05,0,2025-06-10 10:47:00+05:30
1749532680,25139.95,25141.1,25137.7,25141.1,0,2025-06-10 10:48:00+05:30
1749532740,25138.05,25141.4,25135.85,25140.7,0,2025-06-10 10:49:00+05:30
1749532800,25140.4,25140.75,25137.4,25139.15,0,2025-06-10 10:50:00+05:30
1749532860,25138.9,25139.55,25119.5,25119.5,0,2025-06-10 10:51:00+05:30
1749532920,25120.5,25121.1,25111.5,25112.0,0,2025-06-10 10:52:00+05:30
1749532980,25111.05,25119.2,25109.55,25118.75,0,2025-06-10 10:53:00+05:30
1749533040,25118.55,25118.7,25105.25,25113.45,0,2025-06-10 10:54:00+05:30
1749533100,25113.95,25118.75,25110.3,25115.4,0,2025-06-10 10:55:00+05:30
1749533160,25114.55,25119.0,25100.95,25100.95,0,2025-06-10 10:56:00+05:30
1749533220,25100.75,25109.05,25099.8,25104.25,0,2025-06-10 10:57:00+05:30
1749533280,25105.4,25112.45,25105.4,25112.3,0,2025-06-10 10:58:00+05:30
1749533340,25112.15,25114.4,25109.95,25112.6,0,2025-06-10 10:59:00+05:30
1749533400,25112.3,25115.15,25112.0,25113.9,0,2025-06-10 11:00:00+05:30
1749533460,25113.4,25113.4,25109.65,25112.05,0,2025-06-10 11:01:00+05:30
1749533520,25111.45,25114.55,25109.9,25113.55,0,2025-06-10 11:02:00+05:30
1749533580,25113.85,25114.45,25110.4,25113.55,0,2025-06-10 11:03:00+05:30
1749533640,25112.9,25118.3,25112.1,25116.8,0,2025-06-10 11:04:00+05:30
1749533700,25116.25,25120.1,25115.85,25119.5,0,2025-06-10 11:05:00+05:30
1749533760,25119.45,25123.95,25119.25,25123.5,0,2025-06-10 11:06:00+05:30
1749533820,25123.05,25124.85,25121.9,25122.45,0,2025-06-10 11:07:00+05:30
1749533880,25122.7,25125.15,25121.45,25123.75,0,2025-06-10 11:08:00+05:30
1749533940,25123.55,25128.2,25123.1,25126.85,0,2025-06-10 11:09:00+05:30
1749534000,25126.15,25128.45,25124.65,25125.15,0,2025-06-10 11:10:00+05:30
1749534060,25124.35,25125.7,25123.3,25124.5,0,2025-06-10 11:11:00+05:30
1749534120,25124.0,25125.4,25118.55,25120.05,0,2025-06-10 11:12:00+05:30
1749534180,25122.25,25127.35,25120.0,25126.4,0,2025-06-10 11:13:00+05:30
1749534240,25126.15,25129.1,25126.15,25127.7,0,2025-06-10 11:14:00+05:30
1749534300,25127.8,25128.7,25126.0,25127.9,0,2025-06-10 11:15:00+05:30
1749534360,25128.4,25128.55,25125.5,25127.8,0,2025-06-10 11:16:00+05:30
1749534420,25127.95,25128.1,25123.05,25124.05,0,2025-06-10 11:17:00+05:30
1749534480,25123.95,25127.35,25123.55,25125.95,0,2025-06-10 11:18:00+05:30
1749534540,25125.45,25126.75,25121.25,25124.05,0,2025-06-10 11:19:00+05:30
1749534600,25123.55,25124.4,25117.35,25119.3,0,2025-06-10 11:20:00+05:30
1749534660,25118.15,25120.55,25116.1,25119.45,0,2025-06-10 11:21:00+05:30
1749534720,25119.0,25119.6,25115.5,25118.35,0,2025-06-10 11:22:00+05:30
1749534780,25117.55,25120.3,25116.0,25119.55,0,2025-06-10 11:23:00+05:30
1749534840,25119.45,25124.9,25118.75,25124.2,0,2025-06-10 11:24:00+05:30
1749534900,25124.45,25127.1,25123.05,25126.15,0,2025-06-10 11:25:00+05:30
1749534960,25127.6,25129.15,25124.8,25128.45,0,2025-06-10 11:26:00+05:30
1749535020,25129.35,25131.5,25129.1,25129.6,0,2025-06-10 11:27:00+05:30
1749535080,25129.65,25130.3,25124.6,25126.55,0,2025-06-10 11:28:00+05:30
1749535140,25126.75,25128.65,25124.8,25126.0,0,2025-06-10 11:29:00+05:30
1749535200,25126.15,25131.0,25124.5,25127.7,0,2025-06-10 11:30:00+05:30
1749535260,25127.65,25133.3,25126.9,25133.3,0,2025-06-10 11:31:00+05:30
1749535320,25132.8,25134.15,25130.3,25132.95,0,2025-06-10 11:32:00+05:30
1749535380,25132.25,25132.35,25128.2,25130.45,0,2025-06-10 11:33:00+05:30
1749535440,25130.25,25130.75,25126.55,25127.25,0,2025-06-10 11:34:00+05:30
1749535500,25127.7,25132.45,25126.9,25132.15,0,2025-06-10 11:35:00+05:30
1749535560,25131.85,25133.3,25129.4,25130.75,0,2025-06-10 11:36:00+05:30
1749535620,25130.65,25135.2,25129.4,25134.3,0,2025-06-10 11:37:00+05:30
1749535680,25134.7,25136.65,25132.65,25135.75,0,2025-06-10 11:38:00+05:30
1749535740,25135.7,25136.0,25131.95,25132.9,0,2025-06-10 11:39:00+05:30
1749535800,25133.05,25135.6,25130.75,25131.7,0,2025-06-10 11:40:00+05:30
1749535860,25131.1,25134.15,25130.55,25132.95,0,2025-06-10 11:41:00+05:30
1749535920,25132.7,25135.4,25131.7,25132.8,0,2025-06-10 11:42:00+05:30
1749535980,25132.4,25135.05,25129.7,25134.55,0,2025-06-10 11:43:00+05:30
1749536040,25134.3,25135.0,25130.85,25134.8,0,2025-06-10 11:44:00+05:30
1749536100,25134.9,25140.55,25134.1,25139.95,0,2025-06-10 11:45:00+05:30
1749536160,25140.25,25141.2,25137.3,25139.85,0,2025-06-10 11:46:00+05:30
1749536220,25139.65,25140.4,25136.45,25137.9,0,2025-06-10 11:47:00+05:30
1749536280,25138.05,25141.2,25137.1,25140.65,0,2025-06-10 11:48:00+05:30
1749536340,25140.75,25143.9,25135.65,25141.0,0,2025-06-10 11:49:00+05:30
1749536400,25140.6,25141.15,25136.65,25139.25,0,2025-06-10 11:50:00+05:30
1749536460,25138.65,25141.45,25137.4,25140.9,0,2025-06-10 11:51:00+05:30
1749536520,25140.2,25141.0,25137.55,25139.95,0,2025-06-10 11:52:00+05:30
1749536580,25139.6,25143.15,25138.45,25142.85,0,2025-06-10 11:53:00+05:30
1749536640,25142.25,25142.75,25138.45,25142.1,0,2025-06-10 11:54:00+05:30
1749536700,25142.15,25143.3,25141.2,25142.45,0,2025-06-10 11:55:00+05:30
1749536760,25142.75,25143.15,25140.35,25141.55,0,2025-06-10 11:56:00+05:30
1749536820,25140.6,25143.15,25139.2,25142.6,0,2025-06-10 11:57:00+05:30
1749536880,25142.4,25145.3,25140.45,25144.35,0,2025-06-10 11:58:00+05:30
1749536940,25144.45,25147.45,25141.65,25145.7,0,2025-06-10 11:59:00+05:30
1749537000,25145.85,25149.1,25145.15,25148.75,0,2025-06-10 12:00:00+05:30
1749537060,25148.85,25150.5,25140.05,25141.75,0,2025-06-10 12:01:00+05:30
1749537120,25141.8,25143.55,25139.75,25142.9,0,2025-06-10 12:02:00+05:30
1749537180,25143.4,25146.5,25139.6,25145.95,0,2025-06-10 12:03:00+05:30
1749537240,25145.75,25147.25,25144.5,25145.8,0,2025-06-10 12:04:00+05:30
1749537300,25143.2,25145.55,25138.5,25139.4,0,2025-06-10 12:05:00+05:30
1749537360,25139.25,25140.35,25137.35,25139.75,0,2025-06-10 12:06:00+05:30
1749537420,25139.9,25142.4,25138.2,25141.3,0,2025-06-10 12:07:00+05:30
1749537480,25141.7,25144.35,25140.4,25144.0,0,2025-06-10 12:08:00+05:30
1749537540,25144.2,25146.2,25141.85,25142.85,0,2025-06-10 12:09:00+05:30
1749537600,25142.7,25145.0,25139.4,25139.85,0,2025-06-10 12:10:00+05:30
1749537660,25139.1,25140.55,25135.5,25137.7,0,2025-06-10 12:11:00+05:30
1749537720,25136.9,25138.4,25134.9,25136.0,0,2025-06-10 12:12:00+05:30
1749537780,25136.0,25137.45,25133.8,25135.3,0,2025-06-10 12:13:00+05:30
1749537840,25135.1,25137.15,25132.4,25133.5,0,2025-06-10 12:14:00+05:30
1749537900,25133.4,25135.6,25129.75,25130.9,0,2025-06-10 12:15:00+05:30
1749537960,25130.45,25133.1,25129.7,25130.85,0,2025-06-10 12:16:00+05:30
1749538020,25130.45,25131.55,25127.4,25130.9,0,2025-06-10 12:17:00+05:30
1749538080,25130.6,25132.25,25129.6,25131.55,0,2025-06-10 12:18:00+05:30
1749538140,25131.85,25132.55,25128.25,25129.0,0,2025-06-10 12:19:00+05:30
1749538200,25129.35,25129.4,25121.8,25126.7,0,2025-06-10 12:20:00+05:30
1749538260,25127.05,25128.85,25124.1,25125.45,0,2025-06-10 12:21:00+05:30
1749538320,25125.25,25126.65,25123.65,25124.2,0,2025-06-10 12:22:00+05:30
1749538380,25123.6,25125.35,25122.6,25125.25,0,2025-06-10 12:23:00+05:30
1749538440,25125.15,25125.3,25120.9,25123.05,0,2025-06-10 12:24:00+05:30
1749538500,25123.05,25125.9,25122.35,25124.6,0,2025-06-10 12:25:00+05:30
1749538560,25124.45,25125.45,25120.45,25122.45,0,2025-06-10 12:26:00+05:30
1749538620,25122.2,25124.15,25120.95,25124.15,0,2025-06-10 12:27:00+05:30
1749538680,25124.15,25126.25,25121.75,25122.8,0,2025-06-10 12:28:00+05:30
1749538740,25122.45,25125.05,25120.0,25122.85,0,2025-06-10 12:29:00+05:30
1749538800,25122.8,25125.9,25121.2,25125.6,0,2025-06-10 12:30:00+05:30
1749538860,25125.6,25126.65,25123.65,25126.45,0,2025-06-10 12:31:00+05:30
1749538920,25126.1,25129.25,25124.65,25129.2,0,2025-06-10 12:32:00+05:30
1749538980,25128.5,25133.35,25127.85,25132.35,0,2025-06-10 12:33:00+05:30
1749539040,25132.0,25132.4,25124.8,25129.45,0,2025-06-10 12:34:00+05:30
1749539100,25124.9,25132.2,25124.9,25129.95,0,2025-06-10 12:35:00+05:30
1749539160,25130.2,25131.7,25128.8,25130.0,0,2025-06-10 12:36:00+05:30
1749539220,25128.55,25132.5,25128.55,25131.6,0,2025-06-10 12:37:00+05:30
1749539280,25131.85,25135.45,25129.5,25133.0,0,2025-06-10 12:38:00+05:30
1749539340,25132.55,25135.05,25131.3,25133.8,0,2025-06-10 12:39:00+05:30
1749539400,25133.8,25133.8,25128.0,25130.45,0,2025-06-10 12:40:00+05:30
1749539460,25130.2,25134.6,25127.55,25134.25,0,2025-06-10 12:41:00+05:30
1749539520,25133.7,25135.2,25131.75,25134.9,0,2025-06-10 12:42:00+05:30
1749539580,25134.9,25138.65,25133.7,25135.55,0,2025-06-10 12:43:00+05:30
1749539640,25134.9,25137.0,25133.6,25136.5,0,2025-06-10 12:44:00+05:30
1749539700,25136.05,25136.3,25132.7,25136.3,0,2025-06-10 12:45:00+05:30
1749539760,25135.75,25138.1,25134.25,25136.75,0,2025-06-10 12:46:00+05:30
1749539820,25137.0,25138.75,25133.75,25135.7,0,2025-06-10 12:47:00+05:30
1749539880,25135.6,25137.95,25131.85,25133.25,0,2025-06-10 12:48:00+05:30
1749539940,25132.2,25134.65,25129.9,25133.1,0,2025-06-10 12:49:00+05:30
1749540000,25132.8,25133.15,25129.6,25132.3,0,2025-06-10 12:50:00+05:30
1749540060,25131.8,25132.6,25129.0,25132.25,0,2025-06-10 12:51:00+05:30
1749540120,25131.85,25134.15,25131.0,25133.0,0,2025-06-10 12:52:00+05:30
1749540180,25132.15,25134.55,25130.6,25131.8,0,2025-06-10 12:53:00+05:30
1749540240,25131.45,25135.35,25129.35,25134.75,0,2025-06-10 12:54:00+05:30
1749540300,25134.75,25136.9,25132.75,25134.3,0,2025-06-10 12:55:00+05:30
1749540360,25134.4,25138.05,25133.35,25138.05,0,2025-06-10 12:56:00+05:30
1749540420,25136.8,25137.65,25132.8,25135.7,0,2025-06-10 12:57:00+05:30
1749540480,25134.9,25139.35,25133.5,25135.0,0,2025-06-10 12:58:00+05:30
1749540540,25134.25,25138.7,25132.6,25137.3,0,2025-06-10 12:59:00+05:30
1749540600,25137.5,25141.35,25135.5,25139.45,0,2025-06-10 13:00:00+05:30
1749540660,25139.2,25142.75,25138.05,25141.25,0,2025-06-10 13:01:00+05:30
1749540720,25140.1,25142.0,25137.9,25141.2,0,2025-06-10 13:02:00+05:30
1749540780,25141.4,25142.15,25136.95,25139.05,0,2025-06-10 13:03:00+05:30
1749540840,25139.4,25141.3,25136.1,25140.25,0,2025-06-10 13:04:00+05:30
1749540900,25138.8,25140.2,25136.75,25139.55,0,2025-06-10 13:05:00+05:30
1749540960,25139.8,25140.3,25134.0,25137.4,0,2025-06-10 13:06:00+05:30
1749541020,25136.85,25139.05,25133.9,25139.05,0,2025-06-10 13:07:00+05:30
1749541080,25139.4,25140.0,25131.45,25134.6,0,2025-06-10 13:08:00+05:30
1749541140,25134.85,25135.95,25131.25,25132.2,0,2025-06-10 13:09:00+05:30
1749541200,25132.35,25135.05,25128.9,25130.1,0,2025-06-10 13:10:00+05:30
1749541260,25130.3,25130.65,25127.45,25129.55,0,2025-06-10 13:11:00+05:30
1749541320,25128.5,25129.45,25125.5,25129.35,0,2025-06-10 13:12:00+05:30
1749541380,25128.8,25130.6,25125.9,25128.15,0,2025-06-10 13:13:00+05:30
1749541440,25128.45,25131.55,25127.15,25130.5,0,2025-06-10 13:14:00+05:30
1749541500,25127.65,25131.45,25124.15,25130.95,0,2025-06-10 13:15:00+05:30
1749541560,25131.15,25132.2,25127.0,25129.1,0,2025-06-10 13:16:00+05:30
1749541620,25129.35,25130.05,25127.2,25129.4,0,2025-06-10 13:17:00+05:30
1749541680,25129.65,25130.4,25126.75,25128.0,0,2025-06-10 13:18:00+05:30
1749541740,25128.5,25129.55,25124.7,25127.3,0,2025-06-10 13:19:00+05:30
1749541800,25127.55,25128.4,25125.0,25127.35,0,2025-06-10 13:20:00+05:30
1749541860,25126.85,25128.6,25125.15,25126.95,0,2025-06-10 13:21:00+05:30
1749541920,25126.9,25127.2,25121.15,25124.5,0,2025-06-10 13:22:00+05:30
1749541980,25124.3,25127.55,25122.4,25126.25,0,2025-06-10 13:23:00+05:30
1749542040,25126.15,25130.25,25125.7,25127.6,0,2025-06-10 13:24:00+05:30
1749542100,25127.35,25128.8,25123.5,25128.75,0,2025-06-10 13:25:00+05:30
1749542160,25128.5,25132.1,25127.65,25131.35,0,2025-06-10 13:26:00+05:30
1749542220,25131.0,25133.3,25129.25,25132.25,0,2025-06-10 13:27:00+05:30
1749542280,25131.95,25133.85,25130.25,25133.05,0,2025-06-10 13:28:00+05:30
1749542340,25131.9,25133.5,25128.3,25130.1,0,2025-06-10 13:29:00+05:30
1749542400,25130.7,25135.25,25128.4,25135.15,0,2025-06-10 13:30:00+05:30
1749542460,25134.1,25134.65,25127.05,25127.05,0,2025-06-10 13:31:00+05:30
1749542520,25128.15,25132.65,25127.05,25129.75,0,2025-06-10 13:32:00+05:30
1749542580,25129.85,25133.4,25128.25,25131.85,0,2025-06-10 13:33:00+05:30
1749542640,25131.25,25133.1,25130.15,25132.9,0,2025-06-10 13:34:00+05:30
1749542700,25132.8,25134.4,25129.2,25134.2,0,2025-06-10 13:35:00+05:30
1749542760,25133.85,25139.15,25133.3,25139.15,0,2025-06-10 13:36:00+05:30
1749542820,25138.55,25139.25,25130.75,25136.1,0,2025-06-10 13:37:00+05:30
1749542880,25136.4,25139.75,25135.4,25138.3,0,2025-06-10 13:38:00+05:30
1749542940,25137.7,25138.9,25135.6,25138.9,0,2025-06-10 13:39:00+05:30
1749543000,25138.1,25140.85,25137.45,25140.75,0,2025-06-10 13:40:00+05:30
1749543060,25140.8,25140.8,25135.95,25137.5,0,2025-06-10 13:41:00+05:30
1749543120,25136.8,25138.0,25131.45,25133.85,0,2025-06-10 13:42:00+05:30
1749543180,25133.3,25134.95,25131.05,25132.2,0,2025-06-10 13:43:00+05:30
1749543240,25131.3,25133.8,25128.85,25129.15,0,2025-06-10 13:44:00+05:30
1749543300,25128.9,25131.75,25127.85,25130.4,0,2025-06-10 13:45:00+05:30
1749543360,25129.8,25131.25,25128.95,25130.35,0,2025-06-10 13:46:00+05:30
1749543420,25129.9,25130.35,25126.3,25127.7,0,2025-06-10 13:47:00+05:30
1749543480,25125.65,25128.0,25123.75,25128.0,0,2025-06-10 13:48:00+05:30
1749543540,25127.8,25131.1,25126.55,25131.1,0,2025-06-10 13:49:00+05:30
1749543600,25131.5,25133.5,25129.25,25133.1,0,2025-06-10 13:50:00+05:30
1749543660,25132.0,25132.75,25129.55,25131.15,0,2025-06-10 13:51:00+05:30
1749543720,25131.4,25133.4,25129.95,25132.7,0,2025-06-10 13:52:00+05:30
1749543780,25132.35,25136.3,25131.05,25135.55,0,2025-06-10 13:53:00+05:30
1749543840,25135.35,25136.2,25133.5,25135.85,0,2025-06-10 13:54:00+05:30
1749543900,25136.2,25137.1,25123.95,25127.9,0,2025-06-10 13:55:00+05:30
1749543960,25127.25,25129.35,25126.35,25129.35,0,2025-06-10 13:56:00+05:30
1749544020,25128.5,25129.7,25125.1,25127.05,0,2025-06-10 13:57:00+05:30
1749544080,25126.55,25128.95,25125.85,25128.95,0,2025-06-10 13:58:00+05:30
1749544140,25128.45,25128.8,25124.05,25127.35,0,2025-06-10 13:59:00+05:30
1749544200,25126.7,25128.8,25125.35,25127.45,0,2025-06-10 14:00:00+05:30
1749544260,25127.3,25130.0,25126.75,25128.6,0,2025-06-10 14:01:00+05:30
1749544320,25128.05,25130.1,25123.75,25125.25,0,2025-06-10 14:02:00+05:30
1749544380,25124.8,25127.5,25124.1,25127.5,0,2025-06-10 14:03:00+05:30
1749544440,25127.35,25128.75,25125.05,25127.45,0,2025-06-10 14:04:00+05:30
1749544500,25127.2,25128.5,25121.7,25128.2,0,2025-06-10 14:05:00+05:30
1749544560,25127.75,25131.35,25127.65,25131.0,0,2025-06-10 14:06:00+05:30
1749544620,25131.75,25132.65,25128.15,25130.3,0,2025-06-10 14:07:00+05:30
1749544680,25129.4,25130.6,25125.2,25129.7,0,2025-06-10 14:08:00+05:30
1749544740,25128.95,25130.8,25122.65,25129.7,0,2025-06-10 14:09:00+05:30
1749544800,25129.35,25130.75,25124.75,25128.35,0,2025-06-10 14:10:00+05:30
1749544860,25128.25,25129.65,25126.85,25129.45,0,2025-06-10 14:11:00+05:30
1749544920,25129.5,25130.35,25123.5,25127.65,0,2025-06-10 14:12:00+05:30
1749544980,25127.45,25129.5,25123.2,25127.6,0,2025-06-10 14:13:00+05:30
1749545040,25127.25,25129.25,25125.6,25127.55,0,2025-06-10 14:14:00+05:30
1749545100,25126.4,25129.25,25122.55,25125.4,0,2025-06-10 14:15:00+05:30
1749545160,25125.05,25128.7,25123.45,25124.2,0,2025-06-10 14:16:00+05:30
1749545220,25123.6,25125.3,25121.2,25123.35,0,2025-06-10 14:17:00+05:30
1749545280,25123.45,25126.15,25121.1,25123.05,0,2025-06-10 14:18:00+05:30
1749545340,25123.4,25124.3,25121.95,25124.1,0,2025-06-10 14:19:00+05:30
1749545400,25124.0,25124.05,25120.2,25122.35,0,2025-06-10 14:20:00+05:30
1749545460,25122.0,25122.9,25119.4,25121.65,0,2025-06-10 14:21:00+05:30
1749545520,25121.4,25124.6,25119.6,25123.2,0,2025-06-10 14:22:00+05:30
1749545580,25122.5,25125.9,25122.3,25125.8,0,2025-06-10 14:23:00+05:30
1749545640,25123.45,25125.9,25121.5,25123.8,0,2025-06-10 14:24:00+05:30
1749545700,25123.1,25125.45,25121.25,25125.45,0,2025-06-10 14:25:00+05:30
1749545760,25124.8,25126.85,25122.65,25126.8,0,2025-06-10 14:26:00+05:30
1749545820,25126.25,25129.0,25124.35,25126.8,0,2025-06-10 14:27:00+05:30
1749545880,25126.65,25127.25,25124.45,25126.45,0,2025-06-10 14:28:00+05:30
1749545940,25125.0,25125.8,25117.95,25123.9,0,2025-06-10 14:29:00+05:30
1749546000,25123.25,25124.75,25120.35,25123.8,0,2025-06-10 14:30:00+05:30
1749546060,25123.25,25123.8,25117.4,25121.35,0,2025-06-10 14:31:00+05:30
